asset_id,ticker,name,category,subcategory,underlying_collectible,significance,publisher,publication_year,issue_number,grade,brand,model,year,size,material,color,hardware,offering_date,offering_market_cap_usd,current_market_cap_usd,acquisition_cost_usd,last_trade_price,bid_price,ask_price,share_count,sec_filing_url,status,exit_date,exit_price_per_share,exit_market_cap_usd,total_return_at_exit,source_notes,trading_state,lifecycle_event_type,lifecycle_event_status,lifecycle_event_date,status_updated_at,buyout_offer_date,buyout_offer_price_per_share,buyout_offer_total_value,buyout_reference_price,buyout_reference_price_date,buyout_premium_pct,buyout_vote_yes_pct,buyout_vote_no_pct,buyout_vote_advisory_pct,buyout_vote_as_of,buyout_vote_provisional,buyout_notes,comp_count,top_comp_count,median_comp_sale_usd,mean_comp_sale_usd,estimate_weighted_value_usd,estimated_nav_usd,nav_low_usd,nav_high_usd,nav_confidence,discount_to_secondary_nav,premium_to_offering,rally_return_since_offering,comp_market_momentum_90d,comp_market_momentum_180d,comp_market_momentum_365d,liquidity_score,mispricing_score
rally-meteorite,METEORITE,Lunar Meteorite,precious minerals,meteorites,,,,,,,,,,,,Lunar Meteorite,,2021-08-01,350000.0,126875.0,,7.25,,,17500.0,,trading,,,,,Lunar meteorite. Currently trading. Submitted offering_date was 2021-08. No price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.6375,-0.6375,,,,0.45,0.0
rally-1857coin,1857COIN,1857 “Ship of Gold” Coin,coins,coins,,,,,,,,,,,,1857 Ship of Gold Coin,,2022-08-01,25000.0,80000.0,,16.0,,,5000.0,,trading,,,,,Rare 1857-S $20 gold coin salvaged from the SS Central America. Currently trading. Submitted offering_date was 2022-08. No price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,2.2,2.2,,,,0.45,0.0
rally-justinian,JUSTINIAN,First Depiction of Christ on a Coin,coins,ancient coins,,,,,,,,,,,,First Depiction of Christ on a Coin,,2021-12-01,18000.0,30000.0,,15.0,,,2000.0,,trading,,,,,Coin dated to approximately 695 AD featuring the first depiction of Christ on a coin. Currently trading. Submitted offering_date was 2021-12. No price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.6666666666666667,0.6666666666666667,,,,0.45,0.0
rally-croesus,CROESUS,561–546 BC First Gold Coin,coins,ancient coins,,,,,,,,,,,,561546 BC First Gold Coin,,2022-07-01,64000.0,66400.0,,8.3,,,8000.0,,trading,,,,,Ancient Lydian gold coin associated with King Croesus and the early development of gold coinage. Currently trading. Submitted offering_date was 2022-07. No price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.03750000000000009,0.03750000000000009,,,,0.45,0.0
rally-super21,SUPER21,1943 DC Comics Superman #21,comics,comics,Superman #21,,DC Comics,1943.0,21.0,,,,1943.0,,,DC Comics Superman #21,,2020-05-01,8500.0,16575.0,,1.95,,,8500.0,,trading,,,,,Submitted offering_date was 2020-05. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.95,0.95,,,,0.45,0.0
rally-batman3,BATMAN3,1940 DC Comics Batman #3,comics,comics,Batman #3,,DC Comics,1940.0,3.0,,,,1940.0,,,DC Comics Batman #3,,2020-02-01,78000.0,85000.0,,85.0,,,1000.0,,trading,,,,,Submitted offering_date was 2020-02. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.08974358974358965,0.08974358974358965,,,,0.45,0.0
rally-starwars1,STARWARS1,1977 Marvel Star Wars #1,comics,comics,Star Wars #1,,Marvel,1977.0,1.0,,,,1977.0,,,Marvel Star Wars #1,,2020-07-01,12000.0,25800.0,,2.15,,,12000.0,,trading,,,,,Submitted offering_date was 2020-07. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,1.15,1.15,,,,0.45,0.0
rally-avengers57,AVENGERS57,1968 Marvel The Avengers #57,comics,comics,The Avengers #57,,Marvel,1968.0,57.0,,,,1968.0,,,Marvel The Avengers #57,,2020-12-01,20000.0,18000.0,,0.9,,,20000.0,,trading,,,,,Submitted offering_date was 2020-12. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.09999999999999998,-0.09999999999999998,,,,0.45,0.0
rally-fan45,FAN45,1962 Marvel Fantastic Four #5,comics,comics,Fantastic Four #5,First appearance of Doctor Doom,Marvel,1962.0,5.0,,,,1962.0,,,Marvel Fantastic Four #5,,2021-03-01,80000.0,77000.0,,7.7,,,10000.0,,trading,,,,,First appearance of Doctor Doom. Submitted offering_date was 2021-03. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.03749999999999998,-0.03749999999999998,,,,0.45,0.0
rally-batman2,BATMAN2,1940 DC Comics Batman #2,comics,comics,Batman #2,,DC Comics,1940.0,2.0,,,,1940.0,,,DC Comics Batman #2,,2021-05-01,85000.0,59500.0,,7.0,,,8500.0,,trading,,,,,Submitted offering_date was 2021-05. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.30000000000000004,-0.30000000000000004,,,,0.45,0.0
rally-spider1,SPIDER1,1963 Marvel The Amazing Spider-Man #1,comics,comics,The Amazing Spider-Man #1,,Marvel,1963.0,1.0,,,,1963.0,,,Marvel The Amazing Spider-Man #1,,2020-02-01,22000.0,30000.0,,30.0,,,1000.0,,trading,,,,,Submitted offering_date was 2020-02. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.36363636363636354,0.36363636363636354,,,,0.45,0.0
rally-batman181,BATMAN181,1966 DC Comics Batman #181,comics,comics,Batman #181,First appearance of Poison Ivy,DC Comics,1966.0,181.0,,,,1966.0,,,DC Comics Batman #181,,2021-12-01,50000.0,28000.0,,5.6,,,5000.0,,trading,,,,,First appearance of Poison Ivy. Submitted offering_date was 2021-12. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.43999999999999995,-0.43999999999999995,,,,0.45,0.0
rally-penguin,PENGUIN,1941 DC Comics Detective Comics #58,comics,comics,Detective Comics #58,First appearance of the Penguin,DC Comics,1941.0,58.0,,,,1941.0,,,DC Comics Detective Comics #58,,2021-11-01,60000.0,27500.0,,2.75,,,10000.0,,trading,,,,,First appearance of the Penguin. Submitted offering_date was 2021-11. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.5416666666666667,-0.5416666666666667,,,,0.45,0.0
rally-surfer4,SURFER4,1968 Marvel Silver Surfer #4,comics,comics,Silver Surfer #4,Silver Surfer battles Thor,Marvel,1968.0,4.0,,,,1968.0,,,Marvel Silver Surfer #4,,2021-11-01,80000.0,35000.0,,3.5,,,10000.0,,trading,,,,,Silver Surfer battles Thor. Submitted offering_date was 2021-11. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.5625,-0.5625,,,,0.45,0.0
rally-spider129,SPIDER129,1974 Marvel The Amazing Spider-Man #129,comics,comics,The Amazing Spider-Man #129,First appearance of the Punisher,Marvel,1974.0,129.0,,,,1974.0,,,Marvel The Amazing Spider-Man #129,,2021-10-01,40000.0,21500.0,,2.15,,,10000.0,,trading,,,,,First appearance of the Punisher. Submitted offering_date was 2021-10. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.4625,-0.4625,,,,0.45,0.0
rally-showcase4,SHOWCASE4,1956 DC Comics Showcase #4,comics,comics,Showcase #4,First appearance of the Silver Age Flash,DC Comics,1956.0,4.0,,,,1956.0,,,DC Comics Showcase #4,,2022-01-01,77000.0,47849.99999999999,,4.35,,,11000.0,,trading,,,,,First appearance of the Silver Age Flash. Submitted offering_date was 2022-01. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.37857142857142867,-0.37857142857142867,,,,0.45,0.0
rally-hulk180,HULK180,1974 Marvel The Incredible Hulk #180,comics,comics,The Incredible Hulk #180,First cameo appearance of Wolverine,Marvel,1974.0,180.0,,,,1974.0,,,Marvel The Incredible Hulk #180,,2021-12-01,42000.0,20500.0,,2.05,,,10000.0,,trading,,,,,First cameo appearance of Wolverine. Submitted offering_date was 2021-12. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.5119047619047619,-0.5119047619047619,,,,0.45,0.0
rally-59flash,59FLASH,1959 DC Comics The Flash #105,comics,comics,The Flash #105,,DC Comics,1959.0,105.0,,,,1959.0,,,DC Comics The Flash #105,,2021-01-01,65000.0,47500.0,,4.75,,,10000.0,,trading,,,,,Submitted offering_date was 2021-01. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.2692307692307693,-0.2692307692307693,,,,0.45,0.0
rally-ac23,AC23,1940 DC Comics Action Comics #23,comics,comics,Action Comics #23,First appearance of Lex Luthor,DC Comics,1940.0,23.0,,,,1940.0,,,DC Comics Action Comics #23,,2021-05-01,28000.0,20000.0,,5.0,,,4000.0,,trading,,,,,First appearance of Lex Luthor. Submitted offering_date was 2021-05. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.2857142857142857,-0.2857142857142857,,,,0.45,0.0
rally-spider10,SPIDER10,1964 Marvel The Amazing Spider-Man #10,comics,comics,The Amazing Spider-Man #10,,Marvel,1964.0,10.0,,,,1964.0,,,Marvel The Amazing Spider-Man #10,,2020-09-01,21000.0,14280.0,,3.4,,,4200.0,,trading,,,,,Submitted offering_date was 2020-09. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.31999999999999995,-0.31999999999999995,,,,0.45,0.0
rally-flash123,FLASH123,1961 DC Comics The Flash #123,comics,comics,The Flash #123,Landmark multiverse story,DC Comics,1961.0,123.0,,,,1961.0,,,DC Comics The Flash #123,,2021-06-01,29000.0,13593.75,,3.75,,,3625.0,,trading,,,,,Landmark multiverse story. Submitted offering_date was 2021-06. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.53125,-0.53125,,,,0.45,0.0
rally-xlxmen1,XLXMEN1,1975 Marvel Giant-Size X-Men #1,comics,comics,Giant-Size X-Men #1,First appearance of the new X-Men team,Marvel,1975.0,1.0,,,,1975.0,,,Marvel Giant-Size X-Men #1,,2021-08-01,64000.0,32000.0,,4.0,,,8000.0,,trading,,,,,First appearance of the new X-Men team. Submitted offering_date was 2021-08. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.5,-0.5,,,,0.45,0.0
rally-xmen94,XMEN94,1975 Marvel X-Men #94,comics,comics,X-Men #94,New X-Men team enters the title series,Marvel,1975.0,94.0,,,,1975.0,,,Marvel X-Men #94,,2021-08-01,65000.0,27500.0,,2.75,,,10000.0,,trading,,,,,New X-Men team enters the title series. Submitted offering_date was 2021-08. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.5769230769230769,-0.5769230769230769,,,,0.45,0.0
rally-dracula10,DRACULA10,1973 Marvel Tomb of Dracula #10,comics,comics,Tomb of Dracula #10,First appearance of Blade,Marvel,1973.0,10.0,,,,1973.0,,,Marvel Tomb of Dracula #10,,2022-08-01,40000.0,6600.0,,1.65,,,4000.0,,trading,,,,,First appearance of Blade. Submitted offering_date was 2022-08. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.835,-0.835,,,,0.45,0.0
rally-ghost1,GHOST1,1973 Marvel Ghost Rider #1,comics,comics,Ghost Rider #1,,Marvel,1973.0,1.0,,,,1973.0,,,Marvel Ghost Rider #1,,2021-10-01,14000.0,10000.0,,5.0,,,2000.0,,trading,,,,,Submitted offering_date was 2021-10. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.2857142857142857,-0.2857142857142857,,,,0.45,0.0
rally-captain3,CAPTAIN3,1941 Timely Comics Captain America Comics #3,comics,comics,Captain America Comics #3,,Timely Comics,1941.0,3.0,,,,1941.0,,,Timely Comics Captain America Comics #3,,2020-07-01,37000.0,21250.0,,21.25,,,1000.0,,trading,,,,,Submitted offering_date was 2020-07. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.42567567567567566,-0.42567567567567566,,,,0.45,0.0
rally-superman6,SUPERMAN6,1940 DC Comics Superman #6,comics,comics,Superman #6,,DC Comics,1940.0,6.0,,,,1940.0,,,DC Comics Superman #6,,2022-07-01,24000.0,22350.0,,7.45,,,3000.0,,trading,,,,,Submitted offering_date was 2022-07. No Comics price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.06874999999999998,-0.06874999999999998,,,,0.45,0.0
rally-batman6,BATMAN6,1941 DC Comics Batman #6,comics,comics,Batman #6,,DC Comics,1941.0,6.0,,,,1941.0,,,DC Comics Batman #6,,2020-10-01,27000.0,17400.0,,8.7,,,2000.0,,buyout_pending,,,,,Submitted offering_date was 2020-10. No Comics price history has been ingested.,halted,buyout_offer,pending,,,,11.0,22000.0,,,,,,,,,Pending offer metadata only; not an executed trade or completed exit.,0,0,,,,,,,0.0,,-0.3555555555555555,-0.3555555555555555,,,,0.45,0.0
rally-wolverine,WOLVERINE,1974 Marvel The Incredible Hulk #181,comics,comics,The Incredible Hulk #181,First full appearance of Wolverine,Marvel,1974.0,181.0,,,,1974.0,,,Marvel The Incredible Hulk #181,,2021-01-01,47500.0,,,,,,5000.0,,buyout_pending,,,,,First full appearance of Wolverine. Submitted offering_date was 2021-01. No Comics price history has been ingested.,halted,buyout_offer,pending,,,,11.4,57000.0,,,,,,,,,Pending offer metadata only; not an executed trade or completed exit.,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-batman,BATMAN,"1940 DC Comics Batman #1, CGC 8.0",comics,comics,"Batman #1, CGC 8.0",,DC Comics,1940.0,1.0,CGC 8.0,,,1940.0,,,"DC Comics Batman #1, CGC 8.0",,2022-12-01,1800000.0,,,,,,180000.0,,exited,,11.11,2000000.0,0.11111111111111116,Submitted offering_date was 2022-12. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-batman1,BATMAN1,"1940 DC Comics Batman #1, CGC 1.5",comics,comics,"Batman #1, CGC 1.5",,DC Comics,1940.0,1.0,CGC 1.5,,,1940.0,,,"DC Comics Batman #1, CGC 1.5",,2020-06-01,71000.0,,,,,,1000.0,,exited,,103.95,103950.0,0.46408450704225346,Submitted offering_date was 2020-06. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-justise1,JUSTISE1,1960 DC Comics Justice League of America #1,comics,comics,Justice League of America #1,,DC Comics,1960.0,1.0,,,,1960.0,,,DC Comics Justice League of America #1,,2020-11-01,215000.0,,,,,,5000.0,,exited,,45.0,225000.0,0.04651162790697683,Submitted offering_date was 2020-11. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-thor,THOR,1962 Marvel Journey into Mystery #83,comics,comics,Journey into Mystery #83,First appearance of Thor,Marvel,1962.0,83.0,,,,1962.0,,,Marvel Journey into Mystery #83,,2021-01-01,215000.0,,,,,,10750.0,,exited,,24.28,261000.0,0.21395348837209305,First appearance of Thor. Submitted offering_date was 2021-01. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-tmnt1,TMNT1,1984 Teenage Mutant Ninja Turtles #1,comics,comics,Teenage Mutant Ninja Turtles #1,,,1984.0,1.0,,,,1984.0,,,Teenage Mutant Ninja Turtles #1,,2020-07-01,65000.0,,,,,,1000.0,,exited,,100.0,100000.0,0.5384615384615385,Submitted offering_date was 2020-07. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-af15,AF15,1962 Marvel Amazing Fantasy #15,comics,comics,Amazing Fantasy #15,First appearance of Spider-Man,Marvel,1962.0,15.0,,,,1962.0,,,Marvel Amazing Fantasy #15,,2020-10-01,200000.0,,,,,,8000.0,,exited,,30.0,240000.0,0.19999999999999996,First appearance of Spider-Man. Submitted offering_date was 2020-10. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-fan41,FAN41,1961 Marvel Fantastic Four #1,comics,comics,Fantastic Four #1,,Marvel,1961.0,1.0,,,,1961.0,,,Marvel Fantastic Four #1,,2020-08-01,105000.0,,,,,,2000.0,,exited,,63.0,126000.0,0.19999999999999996,Submitted offering_date was 2020-08. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-xmen1,XMEN1,1963 Marvel X-Men #1,comics,comics,X-Men #1,,Marvel,1963.0,1.0,,,,1963.0,,,Marvel X-Men #1,,2021-03-01,240000.0,,,,,,12000.0,,exited,,27.08,325000.0,0.3541666666666665,Submitted offering_date was 2021-03. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-avengers1,AVENGERS1,1963 Marvel The Avengers #1,comics,comics,The Avengers #1,,Marvel,1963.0,1.0,,,,1963.0,,,Marvel The Avengers #1,,2020-12-01,270000.0,,,,,,5000.0,,exited,,65.0,325000.0,0.20370370370370372,Submitted offering_date was 2020-12. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-tos39,TOS39,1963 Marvel Tales of Suspense #39,comics,comics,Tales of Suspense #39,First appearance of Iron Man,Marvel,1963.0,39.0,,,,1963.0,,,Marvel Tales of Suspense #39,,2020-08-01,135000.0,,,,,,3000.0,,exited,,80.0,240000.0,0.7777777777777777,First appearance of Iron Man. Submitted offering_date was 2020-08. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-hulk1,HULK1,1962 Marvel The Incredible Hulk #1,comics,comics,The Incredible Hulk #1,,Marvel,1962.0,1.0,,,,1962.0,,,Marvel The Incredible Hulk #1,,2020-05-01,89000.0,,,,,,2000.0,,exited,,58.0,116000.0,0.303370786516854,Submitted offering_date was 2020-05. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-daredev1,DAREDEV1,1964 Marvel Daredevil #1,comics,comics,Daredevil #1,,Marvel,1964.0,1.0,,,,1964.0,,,Marvel Daredevil #1,,2020-07-01,11500.0,,,,,,11500.0,,exited,,1.92,22080.0,0.9199999999999999,Submitted offering_date was 2020-07. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-super14,SUPER14,1942 DC Comics Superman #14,comics,comics,Superman #14,,DC Comics,1942.0,14.0,,,,1942.0,,,DC Comics Superman #14,,2020-11-01,130000.0,,,,,,5200.0,,exited,,30.0,156000.0,0.19999999999999996,Submitted offering_date was 2020-11. No Comics price history has been ingested.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-gymbox,GYMBOX,2000 Pokémon Gym Heroes First Edition Booster Box,trading cards,booster box,Pokémon Gym Heroes First Edition Booster Box,Pokémon,,2000.0,,,,,2000.0,,Box,Pokemon Gym Heroes First Edition Booster,,2021-03-01,18000.0,41100.0,,13.7,,,3000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-03.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,1.2833333333333332,1.2833333333333332,,,,0.45,0.0
rally-pokemon2,POKEMON2,1999 Pokémon First Edition Booster Box,trading cards,booster box,Pokémon First Edition Booster Box,Pokémon,,1999.0,,,,,1999.0,,Box,Pokemon First Edition Booster,,2021-04-01,415000.0,365200.00000000006,,8.8,,,41500.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-04.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.11999999999999988,-0.11999999999999988,,,,0.45,0.0
rally-fossilbox,FOSSILBOX,1999 Pokémon Fossil First Edition Booster Box,trading cards,booster box,Pokémon Fossil First Edition Booster Box,Pokémon,,1999.0,,,,,1999.0,,Box,Pokemon Fossil First Edition Booster,,2021-01-01,21000.0,42420.0,,10.1,,,4200.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-01.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,1.02,1.02,,,,0.45,0.0
rally-blastoise,BLASTOISE,1998 Pokémon Blastoise Test Print Card,trading cards,individual card,Pokémon Blastoise Test Print Card,Pokémon,,1998.0,,,,,1998.0,,,Pokemon Blastoise Test Print Card,,2021-12-01,250000.0,112500.0,,2.25,,,50000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-12.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.55,-0.55,,,,0.45,0.0
rally-05jayz,05JAYZ,2005 Topps Jay-Z Autographed Card,trading cards,autographed card,2005 Topps Jay-Z Autographed Card,Jay-Z / music memorabilia,Topps,2005.0,,,,,2005.0,,,Topps Jay-Z Autographed Card,,2021-12-01,18500.0,5365.0,,1.45,,,3700.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-12.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.71,-0.71,,,,0.45,0.0
rally-rocketbox,ROCKETBOX,2000 Pokémon Team Rocket First Edition Booster Box,trading cards,booster box,Pokémon Team Rocket First Edition Booster Box,Pokémon,,2000.0,,,,,2000.0,,Box,Pokemon Team Rocket First Edition Booster,,2021-03-01,28500.0,33250.0,,7.0,,,4750.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-03.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.16666666666666674,0.16666666666666674,,,,0.45,0.0
rally-junglebox,JUNGLEBOX,1999 Pokémon Jungle First Edition Booster Box,trading cards,booster box,Pokémon Jungle First Edition Booster Box,Pokémon,,1999.0,,,,,1999.0,,Box,Pokemon Jungle First Edition Booster,,2021-01-01,34500.0,34845.0,,5.05,,,6900.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-01.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.010000000000000009,0.010000000000000009,,,,0.45,0.0
rally-99tmb2,99TMB2,1999 Pokémon Tropical Mega Battle Trophy Card,trading cards,trophy card,Pokémon Tropical Mega Battle Trophy Card,Pokémon,,1999.0,,,,,1999.0,,,Pokemon Tropical Mega Battle Trophy Card,,2020-12-01,60000.0,30000.0,,3.0,,,10000.0,,trading,,,,,Currently trading. Submitted offering_date was 2020-12.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.5,-0.5,,,,0.45,0.0
rally-85gpk2,85GPK2,"1985 Garbage Pail Kids Wax Box, Sealed",trading cards,sealed wax box,Garbage Pail Kids Sealed Wax Box,Garbage Pail Kids,Topps,1985.0,,,,,1985.0,,Box,Garbage Pail Kids Wax,,2022-03-01,25000.0,14500.0,,2.9,,,5000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-03.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.42000000000000004,-0.42000000000000004,,,,0.45,0.0
rally-beatles2,BEATLES2,"1963 Beatles Fan Club Card, Signed by All Four Beatles",trading cards,signed card,"Beatles Fan Club Card, Band-Signed",Beatles / music memorabilia,,1963.0,,,,,1963.0,,,"Beatles Fan Club Card, Signed by All Four Beatles",,2022-03-01,25000.0,18750.0,,7.5,,,2500.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-03.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.25,-0.25,,,,0.45,0.0
rally-homer,HOMER,1993 SkyBox Homer Simpson Art de Bart Signed Sketch,trading cards,signed sketch card,Homer Simpson Art de Bart Signed Sketch,The Simpsons; signer: Matt Groening,SkyBox,1993.0,,,,,1993.0,,Box,SkyBox Homer Simpson Art de Bart Signed Sketch,,2022-04-01,21000.0,12450.0,,4.15,,,3000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-04.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.40714285714285714,-0.40714285714285714,,,,0.45,0.0
rally-bart,BART,1993 SkyBox Bart Simpson Art de Bart Signed Sketch,trading cards,signed sketch card,Bart Simpson Art de Bart Signed Sketch,The Simpsons; signer: Matt Groening,SkyBox,1993.0,,,,,1993.0,,Box,SkyBox Bart Simpson Art de Bart Signed Sketch,,2022-04-01,21000.0,21000.0,,7.0,,,3000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-04.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.0,0.0,,,,0.45,0.0
rally-95topsun,95TOPSUN,1995 Pokémon Japanese Topsun Booster Box,trading cards,booster box,Pokémon Japanese Topsun Booster Box,Pokémon,Topsun,1995.0,,,,,1995.0,,Box,Pokemon Japanese Topsun Booster,,2021-03-01,60000.0,22500.0,,2.25,,,10000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-03.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.625,-0.625,,,,0.45,0.0
rally-85gpk,85GPK,1985 Garbage Pail Kids Nasty Nick Sticker Card,trading cards,individual card,Garbage Pail Kids Nasty Nick Sticker Card,Garbage Pail Kids,Topps,1985.0,,,,,1985.0,,,Garbage Pail Kids Nasty Nick Sticker Card,,2021-06-01,12000.0,7000.0,,7.0,,,1000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-06.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.41666666666666663,-0.41666666666666663,,,,0.45,0.0
rally-starwars3,STARWARS3,1977 Topps Star Wars Series 1–5 Unopened Boxes,trading cards,unopened card boxes,Topps Star Wars Series 1–5 Unopened Boxes,Star Wars,Topps,1977.0,,,,,1977.0,,Box,Topps Star Wars Series 15 Unopened Boxes,,2022-05-01,26000.0,16120.0,,6.2,,,2600.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-05.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.38,-0.38,,,,0.45,0.0
rally-95charzrd,95CHARZRD,1996 Pokémon Japanese No Rarity Charizard,trading cards,individual card,Pokémon Japanese No Rarity Charizard,Pokémon,,1996.0,,,,,1996.0,,,Pokemon Japanese No Rarity Charizard,,2020-12-01,65000.0,,,,,,6500.0,,exited,,11.538461538461538,75000.0,0.15384615384615374,Completed buyout; exit date unknown. Submitted offering_date was 2020-12.,inactive,buyout,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
